property_name,link,society,price,rate,area,areaWithType,bedRoom,bathroom,balcony,additionalRoom,address,noOfFloor,facing,agePossession,nearbyLocations,description,furnishDetails,features,rating,property_id
4 Bedroom House for sale in Sushant Lok Phase 3,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-sushant-lok-phase-3-gurgaon-1620-sq-ft-spid-E68275318,,3.5 Crore,"₹ 21,605/sq.ft.",(151 sq.m.) Plot Area,Plot area 180(150.5 sq.m.),4 Bedrooms,4 Bathrooms,3+ Balconies,Store Room,"78787, Sushant Lok Phase 3, Gurgaon, Haryana",3 Floors,South,10+ Year Old,"['Radhakrishna Shani Mandir', 'Sanatan Dharm Mandir', 'State bank ATM', 'Icici bank ATM', 'Icici bank ATM', 'Citi bank ATM', 'Anand Hospital Gurgaon', 'Kriti Hospital', 'Surgicare Hospital Gurgaon', 'pracksht hospital', 'Vatsalya Clinic', 'Arunodaya Deseret Eye Hospital', 'Arihant Hospital', 'HUDA Office Complex', 'Wembley estate club', 'Medisca', 'Pernod Ricard Charitable Dispensary', 'Unitech', 'Heera Fuel Station', 'HCG CNG Station', 'Hdfc bank and atm', 'Hdfc bank', 'Kotak mahindra bank', 'Indusind bank', 'State bank of india', 'Axis bank', 'Icici bank', 'Hdfc bank', 'Hdfc bank & atm', '222', 'Pizza Hut', 'Madison and Pike', 'Wat-a-Burger', 'Burger Singh', 'Bikanerwala', 'Naivedyam Restaurant', 'Gurugram University', 'IILM', 'Iilm University', 'Kamla International', 'Amity Global School', 'St. Angels Sr', 'Sushant College of Arts & Architecture', 'Ansal Institute of Technology', 'Manav Rachna Swimming Pool']","Ansal florence villa in 180yds is available for sale in sushant lok 3
Gated lane
24 hours security 
Cctv active
Direct entry from 30 mar road
Duplex house in plot rate
Call for more details","['6 Wardrobe', '8 Fan', '1 Exhaust Fan', '4 Geyser', '15 Light', '1 Modular Kitchen', '1 Chimney', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Visitor Parking', 'Security Personnel', 'Internet/wi-fi connectivity', 'Low Density Society', 'Fitness Centre / GYM', 'Waste Disposal', 'Club house / Community Center']","['Environment4 out of 5', 'Safety4 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5']",E68275318
4 Bedroom House for sale in Sector 48 Gurgaon,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-vipul-tatvam-villa-sector-48-gurgaon-2700-sq-ft-spid-L66708342,Vipul Tatvam Villa,8.25 Crore,"₹ 38,194/sq.ft.",(293 sq.m.) Plot Area,Plot area 350(292.64 sq.m.)Built Up area: 300 sq.yards (250.84 sq.m.)Carpet area: 240 sq.yards (200.67 sq.m.),4 Bedrooms,4 Bathrooms,3+ Balconies,"Servant Room,Store Room","Villa No40, Sector 48 Gurgaon, Gurgaon, Haryana",3 Floors,North-East,1 to 5 Year Old,"['Athena', 'Star Mall', 'The Sixth Element School', 'K.R.Mangalam World School', 'Medhaam Pre School & Daycare', 'Peer Baba Ki Mazar', 'HDFC Bank', 'Punjab National Bank', 'Axis Bank', 'Sushil Park', 'CoNexus.Life B35', 'World Tech Park', 'Marriott Courtyard', 'Moksh Wellness Pvt Ltd.', 'Bharat Petroleum Petrol Pump']",4bhk lexuary villa for sell tatvam villa in sector-48 sohna road geted socity all feacility is there gym club park shoping center market mall school hospita bank near by airport etc,"['1 Water Purifier', '11 Geyser', '1 Stove', '8 Light', '8 AC', '1 Modular Kitchen', '1 Chimney', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Wardrobe', 'No Washing Machine']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Fitness Centre / GYM', 'Club house / Community Center']","['Environment4 out of 5', 'Safety4 out of 5', 'Lifestyle4 out of 5', 'Connectivity5 out of 5']",L66708342
4 Bedroom House for sale in DLF Phase 1,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-dlf-city-plots-dlf-city-phase-1-gurgaon-4500-sq-ft-spid-E69623360,DLF City Plots,16 Crore,"₹ 37,778/sq.ft.",(418 sq.m.) Plot Area,Plot area 500(418.06 sq.m.),4 Bedrooms,4 Bathrooms,3 Balconies,"Study Room,Pooja Room,Store Room","DLF Phase 1, Gurgaon, Haryana",1 Floors,,1 to 5 Year Old,"['Phase 2 Metro Station', 'Grand Mall', 'Jacaranda Marg', 'NH 148A', 'Lancers International School', 'The NorthCap University', 'RBS HOSPITAL', 'Indira Gandhi Intl Airport']","Premium dlf plots one of the most elegant and sophisticated offerings by dlf. Cyber city, cyber hub & hospital are in close proximity.",,['Visitor Parking'],"['Environment5 out of 5', 'Safety5 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5']",E69623360
4 Bedroom House for sale in Sector 54 Gurgaon,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-suncity-township-sector-54-gurgaon-9000-sq-ft-spid-Q69537682,Suncity Township4.1 ★,25 Crore,"₹ 31,111/sq.ft.",(836 sq.m.) Plot Area,Plot area 1000(836.13 sq.m.),4 Bedrooms,4 Bathrooms,3+ Balconies,"Study Room,Pooja Room,Servant Room,Store Room","Sector 54 Gurgaon, Gurgaon, Haryana",2 Floors,North,5 to 10 Year Old,"['Sector 54 chowk metro station', 'Sector metro station', 'Sector metro station', 'Sector 53-54 metro station', 'Sanatan Dharm Mandir', 'Radhakrishna Shani Mandir', 'Icici bank ATM', 'Citi bank ATM', 'Indusind bank ATM', 'State bank ATM', 'Icici bank ATM', 'Arunodaya Deseret Eye Hospital', 'Surgicare Hospital Gurgaon', 'Kriti Hospital', 'Anand Hospital Gurgaon', 'pracksht hospital', 'Paras Hospital Gurgaon', 'HUDA Office Complex', 'Apollo Pharmacy', 'Medisca', 'Intellion Park', 'HCG CNG Station', 'Heera Fuel Station', 'State bank of india', 'Indusind bank', 'Kotak mahindra bank', 'Icici bank', 'Hdfc bank', 'Axis bank', 'Hdfc bank & atm', 'Hdfc bank and atm', '222', 'Bikanerwala', 'Wat-a-Burger', 'Burger Singh', 'Naivedyam Restaurant', 'Clock tower', 'Pizza Hut', 'Starbucks', ""Carl's Jr."", 'Cafe Tonini', 'Shophouse by Kylin', 'Sagar Ratna', 'Iilm University', 'IILM', 'Sushant College of Arts & Architecture', 'Suncity School', 'Ansal Institute of Technology']","Suncity township in sector 54, gurgaon is a ready-To-Move housing society. It offers independent floors and villas in varied budget range. These units are a perfect combination of comfort and style, specifically designed to suit your requirements and conveniences. There are 2bhk, 3bhk and 4bhk independent floors and 21bhk, 3bhk, 6bhk and 9bhk villas available in this project. This housing society is now ready to be called home as families have started moving in. Check out some of the features of suncity township housing society:*spread over an area of 140 acres, suncity township is one of the spacious housing societies in the gurgaon region. With all the basic amenities available, suncity township fits into your budget and your lifestyle.",,,"['Environment4 out of 5', 'Safety4 out of 5', 'Lifestyle5 out of 5', 'Connectivity4 out of 5']",Q69537682
4 Bedroom House for sale in Palam Vihar,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-ansals-palam-vihar-palam-vihar-gurgaon-1557-sq-ft-r1-spid-B68172110,Ansals Palam Vihar,2.68 Crore,"₹ 17,213/sq.ft.",(145 sq.m.) Plot Area,Plot area 173(144.65 sq.m.),4 Bedrooms,3 Bathrooms,2 Balconies,Store Room,"112, Palam Vihar, Gurgaon, Haryana",3 Floors,,5 to 10 Year Old,"['Palam Vihar Vyapar kendra', 'Palam triangle', 'HUDA Sector 23 Market', 'Ram Mandir', 'Metro Hospital and Heart Institute Gurgaon', ""DR KAPOOR'S Dental Care and Implant Centre"", 'Kalyan Hospital Gurgaon', 'Ansals plaza underground car parking', 'Ansals Plaza above ground car parking', 'HUDA sector 23 parking', 'Axis bank', 'Punjab national bank', 'Oriental bank of commerce', 'Big Cinemas', 'Cafe Coffee Day', 'Pizza Hut', ""Domino's Pizza"", 'Moti Mahal', 'Pind Baluchi', ""McDonald's"", 'Om Sweets', 'Chiranjiv Bharati School', 'Masti ki Pathshala Teach India', 'Swiss Cottage school', 'THE NORTHCAP UNIVERSITY', 'Palam vihar railway station', 'Bijwasan railway station']",On sale 173 sq yards builtup house 5 bhk with wardrobe complete wooden work more detailes contact us,"['4 Wardrobe', '4 Fan', '1 Exhaust Fan', '2 Geyser', '14 Light', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Maintenance Staff', 'False Ceiling Lighting', 'No open drainage around', 'Recently Renovated', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Low Density Society', 'Fitness Centre / GYM', 'Waste Disposal', 'Club house / Community Center']","['Environment5 out of 5', 'Safety4 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5']",B68172110
5 Bedroom House for sale in Sector 23 Gurgaon,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-sector-23-gurgaon-1450-sq-ft-spid-K68370728,,2.7 Crore,"₹ 18,620/sq.ft.",(135 sq.m.) Plot Area,Plot area 1450(134.71 sq.m.),5 Bedrooms,5 Bathrooms,2 Balconies,,"123, Sector 23 Gurgaon, Gurgaon, Haryana",3 Floors,East,10+ Year Old,"['HUDA Sector 23 Market', 'Palam triangle', 'Palam Vihar Vyapar kendra', 'Ram Mandir', ""DR KAPOOR'S Dental Care and Implant Centre"", 'Metro Hospital and Heart Institute Gurgaon', 'SP Infocity', 'HUDA sector 23 parking', 'Ansals Plaza above ground car parking', 'Ansals plaza underground car parking', 'Punjab national bank', 'Oriental bank of commerce', 'Axis bank', 'Big Cinemas', 'Om Sweets', 'Pind Baluchi', ""Domino's Pizza"", 'Moti Mahal', 'Pizza Hut', 'Cafe Coffee Day', ""McDonald's"", 'Swiss Cottage school', 'THE NORTHCAP UNIVERSITY', 'Masti ki Pathshala Teach India', 'Chiranjiv Bharati School', 'Palam vihar railway station', 'Bijwasan railway station']",Its independent house 2.5 story in prime location near huda market .,"['9 Fan', '1 Exhaust Fan', '5 Geyser', '18 Light', '1 Modular Kitchen', '4 Wardrobe', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Park', 'Spacious Interiors']","['Environment4 out of 5', 'Safety4 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5']",K68370728
4 Bedroom House for sale in Sector 4 Gurgaon,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-sector-4-gurgaon-1440-sq-ft-r1-spid-E67927738,,2.3 Crore,"₹ 17,014/sq.ft.",(134 sq.m.) Plot Area,Plot area 160(133.78 sq.m.),4 Bedrooms,4 Bathrooms,3 Balconies,,"Sector 4 Gurgaon, Gurgaon, Haryana",2 Floors,East,10+ Year Old,"['Chintapurni Mandir', 'State bank ATM', 'Kr Dental Hub', 'Prateek Nursing Home And Polyclinic', 'Shree Krishna Hospital Gurgaon', 'Dr. Ashok Jain', 'Jain Sant Phool Chand Ji Charitable Hospital', 'Pearl Dental Clinic', 'Esic Hospital Gurugram', 'Sarvodya Hospital', 'Taneja Hospital', 'Gurgaon Eye Centre', 'Sneh Hospital Gurgaon', 'Aryan Hospital', 'Dr. Sindhu Clinic', 'Geeta Nursing Home Gurgaon', 'Dr. Hitesh Dawar', 'D.R. Rajnis Gupta Clinic', 'Dr. Madan Clinic', 'Ravi Clinic and Health Care Centre', 'Chiranjiv Hospital', 'Sparsh Hospital Gurgaon', 'Yashroop Medical Centre', 'Dr. Mittal Clinic', 'Dev Man Kathuria Clinic', 'Jiya Clinic', 'Bhatnagar Maternity and Nursing Home', 'Swastik Maternity and Medical Centre', ""Dr. Anurag's Child Care Clinic"", 'Bindal Clinic', 'Bhardwaj Hospital', 'Satyam Hospital Gurgaon', 'M.S Hospital', 'My Care Clinic', 'Dr. Agya Ram Sharma Clinic', 'Triveni Hospital Gurgaon', 'Dr. Sarvejeet Singh', 'GH Gurgaon', 'Shiv Mahima Patient Care Bureau', 'Indian bank', 'Kotak bank', 'Hdfc bank', 'State bank of india', 'Pizza Hut', 'St. Michaels Sr. Sec. School', 'Dronacharya Government College', 'Gurgaon railway station', 'Gurgaon railway station', 'Gurgaon railway station']","Kothi for sale in sector 4 gurgaon at an very prime location .
Its a 160 sqyard plot .
Ground and first floor constructed
Its a 3 side open propery
Park is just 2 min walk
School is also very near by .
Its a mandate deal 
For more details and to visit call us","['4 Wardrobe', '6 Fan', '1 Exhaust Fan', '4 Geyser', '9 Light', '1 Modular Kitchen', '1 Chimney', '1 Curtains', 'No AC', 'No Bed', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Park', 'Visitor Parking', 'Club house / Community Center']","['Environment5 out of 5', 'Safety5 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5']",E67927738
2 Bedroom House for sale in Sector 70A Gurgaon,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-bptp-pedestal-sector-70-a-gurgaon-1187-sq-ft-spid-O70356312,BPTP Pedestal,92 Lac,"₹ 7,750/sq.ft.",(110 sq.m.) Carpet Area,Carpet area: 1187 (110.28 sq.m.),2 Bedrooms,3 Bathrooms,3+ Balconies,Others,"123, Sector 70A Gurgaon, Gurgaon, Haryana",3 Floors,North-East,0 to 1 Year Old,"['Ninex Mall', 'Airia Mall', 'Meditree Market', 'OMAXE Gurgaon Mall', 'Shaheed Bhagat Singh Chowk', 'Sohna Rd', ""St. Angel's Global"", 'Kunskapsskolan International', 'ISKCON', 'HDFC Bank ATM', 'Ektaa Hospitals', 'Oriental Bank of Commerce', 'De Adventure Park', 'Urusvati Museum Of Folklore', 'Leopard hills']","Wishing to settle down in an individual house with your family? This well-Built and spacious 2 bhk house for sale in sector 70a gurgaon seems to be an ideal choice for a peaceful abode for a family. The house has over carpet area of 1187 sq.Ft. And comes with 2 bedrooms, 3 bathrooms and more than 3 balconies. The owner of the house also gets 2 covered parking slot(s) to park their car safely. This 0-1 year old property is available for immediate possession as the house is ready to move. It is a freehold property. This spacious house can be all yours at an attractive price of  92 lac.","['3 AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Centrally Air Conditioned', 'Water purifier', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'Recently Renovated', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Spacious Interiors', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']","['Environment5 out of 5', 'Safety4 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5']",O70356312
3 Bedroom House for sale in Sector 70A Gurgaon,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-bptp-astaire-gardens-sector-70-a-gurgaon-1450-sq-ft-spid-C70356248,BPTP Astaire Gardens3.7 ★,1.04 Crore,"₹ 7,172/sq.ft.",(135 sq.m.) Carpet Area,Carpet area: 1450 (134.71 sq.m.),3 Bedrooms,3 Bathrooms,3+ Balconies,Others,"123, Sector 70A Gurgaon, Gurgaon, Haryana",2 Floors,North-East,1 to 5 Year Old,"['Sector 54 Chowk Metro Station', 'Airia Mall', 'Southern Peripheral Road', 'Badshahpur Sohna Rd Hwy', 'Kunskapsskolan International School', 'DPG Degree College', 'Indira Gandhi International Airport', 'Gurgaon Railway Station', 'Intellion Edge', 'Hyatt Regency Gurgaon', 'De Adventure Park', 'Tau DeviLal Sports Complex']","On the lookout for a spacious house in gurgaon? Go for this 3 bhk house for sale in sector 70a gurgaon, a well-Connected locality within gurgaon. This house occupies a carpet area of 1450 sq.Ft. And contains 3 bedrooms, 3 bathrooms and more than 3 balconies. This 1-5 years old property is available for immediate possession as the house is ready to move. It is a freehold property. The property is available for sale at a competitive price of  1.04 crore.","['3 Wardrobe', '5 Fan', '1 Exhaust Fan', '3 Geyser', '10 Light', '1 Chimney', '1 Modular Kitchen', '5 AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Centrally Air Conditioned', 'Water purifier', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Recently Renovated', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Spacious Interiors', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']","['Environment5 out of 5', 'Safety4 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5']",C70356248
5 Bedroom House for sale in A Block Sushant Lok Phase 1,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-a-block-sushant-lok-phase-1-gurgaon-3762-sq-ft-spid-Z70335704,,9.85 Crore,"₹ 29,638/sq.ft.",(350 sq.m.) Plot Area,Plot area 418(349.5 sq.m.),5 Bedrooms,5 Bathrooms,2 Balconies,"Pooja Room,Study Room,Servant Room","A Block Sushant Lok Phase 1, Gurgaon, Haryana",3 Floors,West,10+ Year Old,"['Mg road metro station', 'Iffco chowk metro station', 'Arya Samaj Mandir', 'Jain Bhawan', 'Hanuman Mandir', 'Axis bank ATM', 'Punjab national bank ATM', 'Icici bank ATM', 'Standard chartered ATM', 'Kotak mahindra bank ATM', 'Sidhesh Hospital Gurgaon', 'Lord Krishna Hospital', 'Privat Hospital', 'Uma Sanjeevani Health Centre And Hospital', 'Surgi Center Clinic', 'Umkal Hospital', 'Sitaram Bhartia', 'Religare Wellness', '98.4', 'Guardian', 'DLF Cyber City Phase II', 'DT Cinemas', 'PVR Metropolitan', 'PVR Cinames', 'DT Cinemas', 'PVR Cinames', 'Indusind bank', 'Abn amro bank', 'Lord krishna bank', 'Hdfc bank', 'Kotak mahindra bank', 'Hsbc bank', 'Axis bank', 'Axis bank', 'NutrioBox Gurugram', 'Pan Bangkok', 'Barbecue Grill', 'Dighent cafe', 'Fat', 'Nowhere Brewpub and cafe', 'Belgian Waffle', 'Drunken Monkey', 'CCD', 'Blue Tokai Coffee Roasters', 'Starbucks', 'Pizza Hut', 'American Montessori', 'Bahrisons library']","Sushant lok a maple community gated line near park good location near m.G metro station, iffco chowk, malls, cyber hub, golf course road, gallery market, power backup.",,"['Maintenance Staff', 'Park', 'Visitor Parking']","['Environment4 out of 5', 'Safety3 out of 5', 'Lifestyle4 out of 5', 'Connectivity5 out of 5']",Z70335704
5 Bedroom House for sale in Sector 39 Gurgaon,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-sector-39-gurgaon-4500-sq-ft-spid-U70196700,,15 Crore,"₹ 33,333/sq.ft.",(418 sq.m.) Plot Area,Plot area 500(418.06 sq.m.),5 Bedrooms,5 Bathrooms,3+ Balconies,Servant Room,"Sector 39 Gurgaon, Gurgaon, Haryana",4 Floors,,5 to 10 Year Old,"['Rajiv Chowk Mosque', 'State bank of india ATM', 'Axis bank ATM', 'Icici bank ATM', 'Hdfc bank ATM', 'State bank of india ATM', 'Icici ATM', 'Citi bank ATM', 'Axis bank ATM', 'Hdfc ATM', 'Dispencery', ""DR AKRAM JAWED'S THE UPPER LIMB CLINIC"", 'Sukhmani Hospital Pvt. Ltd', 'Medanta', 'Bansal Medicare and Maternity Centre', 'Samvit Health Care', 'Shivam Hospital Gurgaon', 'Pushpanjali Hospital Gurgaon', 'Pushpanjali Hospital', 'Dayal Eye & Maternity Centre', 'Ahmed Hospital Multi Speciality', 'Gurgaon Election Commission', 'Road and Traffic Authority', 'Gardian Pharmacy', 'Pernod Ricard Charitable Dispensary', 'City Medical', 'Gardian Pharmacy', 'IBP Petrol Pump', 'India Oil', 'Hdfc bank', 'SRS Cinemas', 'KFC', 'Raj Restaurant', 'Om Sweets', 'Fast food', 'Fast Food', 'Bar and restaurant', 'Darbar', 'Cafe Coffee Day', '32nd Milestone', 'CR Model Public School', 'Manav Rachna School', 'Delhi Public School Primary Section', 'St. Angels Jr', 'Amity Global School', 'St. Angels Sr', 'Kendriya Vidyalaya No.2 Sohna Road', 'School of Inspired Leadership SOIL', 'Manav Rachna Swimming Pool']","Near opposite of madanta hospital sector -39 running guest house for sale good for rentel income ,on road property immediately sale .","['5 Wardrobe', '5 Fan', '1 Exhaust Fan', '5 Geyser', '5 Light', '5 AC', '5 TV', '1 Chimney', '5 Curtains', 'No Bed', 'No Dining Table', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No Washing Machine', 'No Water Purifier']","['Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Rain Water Harvesting']","['Environment4 out of 5', 'Safety4 out of 5', 'Lifestyle4 out of 5', 'Connectivity5 out of 5']",U70196700
